protid,Entry
AF-P0DKR3-F1-model_v4,P0DKR3
AF-Q3I5F4-F1-model_v4,Q3I5F4
AF-P19855-F1-model_v4,P19855
AF-Q2VBN4-F1-model_v4,Q2VBN4
AF-Q5I4E6-F1-model_v4,Q5I4E6
AF-A8QL58-F1-model_v4,A8QL58
AF-P0DQQ9-F1-model_v4,P0DQQ9
AF-P0DP97-F1-model_v4,P0DP97
AF-P60255-F1-model_v4,P60255
AF-P0DQB3-F1-model_v4,P0DQB3
AF-P0CJ16-F1-model_v4,P0CJ16
AF-P35787-F1-model_v4,P35787
AF-Q3HXZ0-F1-model_v4,Q3HXZ0
AF-P69759-F1-model_v4,P69759
AF-G1AS73-F1-model_v4,G1AS73
AF-P68520-F1-model_v4,P68520
AF-B6DD02-F1-model_v4,B6DD02
AF-P85145-F1-model_v4,P85145
AF-Q56EB0-F1-model_v4,Q56EB0
AF-P69939-F1-model_v4,P69939
AF-Q90W96-F1-model_v4,Q90W96
AF-Q6X5T1-F1-model_v4,Q6X5T1
AF-P0DPU6-F1-model_v4,P0DPU6
AF-P31987-F1-model_v4,P31987
AF-P0CH22-F1-model_v4,P0CH22
AF-Q3YEG4-F1-model_v4,Q3YEG4
AF-I6RU37-F1-model_v4,I6RU37
AF-P85840-F1-model_v4,P85840
AF-O73857-F1-model_v4,O73857
AF-D6C4M1-F1-model_v4,D6C4M1
AF-Q7Z156-F1-model_v4,Q7Z156
AF-C0JB91-F1-model_v4,C0JB91
AF-D2Y1Y6-F1-model_v4,D2Y1Y6
AF-P0DUJ6-F1-model_v4,P0DUJ6
AF-P59898-F1-model_v4,P59898
AF-Q9IAB0-F1-model_v4,Q9IAB0
AF-O77463-F1-model_v4,O77463
AF-P0DL21-F1-model_v4,P0DL21
AF-P15471-F1-model_v4,P15471
AF-J7GY56-F1-model_v4,J7GY56
AF-P0DN15-F1-model_v4,P0DN15
AF-B6DCZ6-F1-model_v4,B6DCZ6
AF-A0A059T2H4-F1-model_v4,A0A059T2H4
AF-Q7Z1Y7-F1-model_v4,Q7Z1Y7
AF-A0A023W0B6-F1-model_v4,A0A023W0B6
AF-Q9BP80-F1-model_v4,Q9BP80
AF-P0CC13-F1-model_v4,P0CC13
AF-P18329-F1-model_v4,P18329
AF-D5KXG5-F1-model_v4,D5KXG5
AF-P10808-F1-model_v4,P10808
AF-Q2XXP2-F1-model_v4,Q2XXP2
AF-Q7LZS9-F1-model_v4,Q7LZS9
AF-P86469-F1-model_v4,P86469
AF-B5KL30-F1-model_v4,B5KL30
AF-B5L5P5-F1-model_v4,B5L5P5
AF-X2L4E2-F1-model_v4,X2L4E2
AF-P0DL87-F1-model_v4,P0DL87
AF-D2KX90-F1-model_v4,D2KX90
AF-Q5K0D5-F1-model_v4,Q5K0D5
AF-C0JB37-F1-model_v4,C0JB37
AF-Q9BPD6-F1-model_v4,Q9BPD6
AF-Q9TVF6-F1-model_v4,Q9TVF6
AF-D2Y2G1-F1-model_v4,D2Y2G1
AF-B3SVF0-F1-model_v4,B3SVF0
AF-Q8MVZ3-F1-model_v4,Q8MVZ3
AF-P15818-F1-model_v4,P15818
AF-B1P1F0-F1-model_v4,B1P1F0
AF-P0DMY2-F1-model_v4,P0DMY2
AF-P00982-F1-model_v4,P00982
AF-P13487-F1-model_v4,P13487
AF-P61914-F1-model_v4,P61914
AF-P0DOZ6-F1-model_v4,P0DOZ6
AF-A2CJE5-F1-model_v4,A2CJE5
AF-P0CAT0-F1-model_v4,P0CAT0
AF-D2Y211-F1-model_v4,D2Y211
AF-Q9U645-F1-model_v4,Q9U645
AF-B6DCJ1-F1-model_v4,B6DCJ1
AF-Q5Y4Y0-F1-model_v4,Q5Y4Y0
AF-P0DM53-F1-model_v4,P0DM53
AF-W4VS16-F1-model_v4,W4VS16
AF-P15503-F1-model_v4,P15503
AF-P58427-F1-model_v4,P58427
AF-P01500-F1-model_v4,P01500
AF-B6DCP0-F1-model_v4,B6DCP0
AF-P0C7X6-F1-model_v4,P0C7X6
AF-P0C608-F1-model_v4,P0C608
AF-C0JAZ9-F1-model_v4,C0JAZ9
AF-P86470-F1-model_v4,P86470
AF-P0DM77-F1-model_v4,P0DM77
AF-W4VS32-F1-model_v4,W4VS32
AF-B6DCR4-F1-model_v4,B6DCR4
AF-Q9PTA6-F1-model_v4,Q9PTA6
AF-P24335-F1-model_v4,P24335
AF-Q86QU7-F1-model_v4,Q86QU7
AF-P01524-F1-model_v4,P01524
AF-P83512-F1-model_v4,P83512
AF-B5KL29-F1-model_v4,B5KL29
AF-P58778-F1-model_v4,P58778
AF-P0C903-F1-model_v4,P0C903
AF-Q45Z11-F1-model_v4,Q45Z11
AF-Q7Z1K4-F1-model_v4,Q7Z1K4
AF-C0JAS2-F1-model_v4,C0JAS2
AF-D2Y235-F1-model_v4,D2Y235
AF-Q9BP99-F1-model_v4,Q9BP99
AF-P58498-F1-model_v4,P58498
AF-Q6X1T6-F1-model_v4,Q6X1T6
AF-B1P1D4-F1-model_v4,B1P1D4
AF-D2Y2E5-F1-model_v4,D2Y2E5
AF-P58918-F1-model_v4,P58918
AF-C0JB88-F1-model_v4,C0JB88
AF-Q9PVK9-F1-model_v4,Q9PVK9
AF-P0DL38-F1-model_v4,P0DL38
AF-P00612-F1-model_v4,P00612
AF-A9CM07-F1-model_v4,A9CM07
AF-P84674-F1-model_v4,P84674
AF-P83892-F1-model_v4,P83892
AF-Q9BPF2-F1-model_v4,Q9BPF2
AF-C0JB13-F1-model_v4,C0JB13
AF-Q6T7B6-F1-model_v4,Q6T7B6
AF-D6C4L8-F1-model_v4,D6C4L8
AF-D2Y293-F1-model_v4,D2Y293
AF-C0JAY4-F1-model_v4,C0JAY4
AF-Q98957-F1-model_v4,Q98957
AF-B5AJT4-F1-model_v4,B5AJT4
AF-P0C611-F1-model_v4,P0C611
AF-B6DCQ9-F1-model_v4,B6DCQ9
AF-D2Y173-F1-model_v4,D2Y173
AF-H8Y1U0-F1-model_v4,H8Y1U0
AF-B6DCX2-F1-model_v4,B6DCX2
AF-P84706-F1-model_v4,P84706
AF-P14418-F1-model_v4,P14418
AF-Q5Y4X9-F1-model_v4,Q5Y4X9
AF-B6DCK8-F1-model_v4,B6DCK8
AF-D2Y208-F1-model_v4,D2Y208
AF-B1P1G9-F1-model_v4,B1P1G9
AF-P0DMK1-F1-model_v4,P0DMK1
AF-P58925-F1-model_v4,P58925
AF-P01456-F1-model_v4,P01456
AF-D2Y2F8-F1-model_v4,D2Y2F8
AF-P58691-F1-model_v4,P58691
AF-P60514-F1-model_v4,P60514
AF-A0A125S9E9-F1-model_v4,A0A125S9E9
AF-C0HLR4-F1-model_v4,C0HLR4
AF-P0C425-F1-model_v4,P0C425
AF-P0DMQ0-F1-model_v4,P0DMQ0
AF-P0DUA9-F1-model_v4,P0DUA9
AF-Q1RPS9-F1-model_v4,Q1RPS9
AF-Q9PSM5-F1-model_v4,Q9PSM5
AF-C0HJC4-F1-model_v4,C0HJC4
AF-Q02989-F1-model_v4,Q02989
AF-P60045-F1-model_v4,P60045
AF-P0DPM3-F1-model_v4,P0DPM3
AF-P84063-F1-model_v4,P84063
AF-Q1ELU3-F1-model_v4,Q1ELU3
AF-P0DKZ1-F1-model_v4,P0DKZ1
AF-P0C294-F1-model_v4,P0C294
AF-C0HJY5-F1-model_v4,C0HJY5
AF-A6YR33-F1-model_v4,A6YR33
AF-P0DSJ8-F1-model_v4,P0DSJ8
AF-Q9NJQ2-F1-model_v4,Q9NJQ2
AF-P0DPW2-F1-model_v4,P0DPW2
AF-P80003-F1-model_v4,P80003
AF-P0C174-F1-model_v4,P0C174
AF-B3EWP6-F1-model_v4,B3EWP6
AF-Q9XZL0-F1-model_v4,Q9XZL0
AF-B6DD26-F1-model_v4,B6DD26
AF-Q3C258-F1-model_v4,Q3C258
AF-P0CI49-F1-model_v4,P0CI49
AF-Q5YF90-F1-model_v4,Q5YF90
AF-Q68PH2-F1-model_v4,Q68PH2
AF-Q3HXX4-F1-model_v4,Q3HXX4
AF-Q8QHK3-F1-model_v4,Q8QHK3
AF-A8YPR6-F1-model_v4,A8YPR6
AF-A7X3Z0-F1-model_v4,A7X3Z0
AF-P59264-F1-model_v4,P59264
AF-A8S6A8-F1-model_v4,A8S6A8
AF-P0DKP7-F1-model_v4,P0DKP7
AF-C0HK26-F1-model_v4,C0HK26
AF-E5AJX2-F1-model_v4,E5AJX2
AF-P0DPG5-F1-model_v4,P0DPG5
AF-P60303-F1-model_v4,P60303
AF-P0DSI5-F1-model_v4,P0DSI5
AF-Q75WH4-F1-model_v4,Q75WH4
AF-Q8AY82-F1-model_v4,Q8AY82
AF-P0DQJ1-F1-model_v4,P0DQJ1
AF-P83043-F1-model_v4,P83043
AF-A0A218QX08-F1-model_v4,A0A218QX08
AF-Q9BLM4-F1-model_v4,Q9BLM4
AF-P01395-F1-model_v4,P01395
AF-P0DQP0-F1-model_v4,P0DQP0
AF-A0ASK0-F1-model_v4,A0ASK0
AF-J3SDX0-F1-model_v4,J3SDX0
AF-P36983-F1-model_v4,P36983
AF-A0A3G1VU73-F1-model_v4,A0A3G1VU73
AF-P82141-F1-model_v4,P82141
AF-P85013-F1-model_v4,P85013
AF-Q71QH9-F1-model_v4,Q71QH9
AF-P84987-F1-model_v4,P84987
AF-Q9BHA6-F1-model_v4,Q9BHA6
AF-W4VSA5-F1-model_v4,W4VSA5
AF-C0HLF4-F1-model_v4,C0HLF4
AF-Q9PUH5-F1-model_v4,Q9PUH5
AF-B1P1I8-F1-model_v4,B1P1I8
AF-P0C6S1-F1-model_v4,P0C6S1
AF-C0JB54-F1-model_v4,C0JB54
AF-P60615-F1-model_v4,P60615
AF-D9U2A1-F1-model_v4,D9U2A1
AF-D2Y2H9-F1-model_v4,D2Y2H9
AF-D2Y2A2-F1-model_v4,D2Y2A2
AF-P0C5G0-F1-model_v4,P0C5G0
AF-Q1A3Q1-F1-model_v4,Q1A3Q1
AF-P0C944-F1-model_v4,P0C944
AF-P85505-F1-model_v4,P85505
AF-A8HDK0-F1-model_v4,A8HDK0
AF-D2Y272-F1-model_v4,D2Y272
AF-C0JAW5-F1-model_v4,C0JAW5
AF-P82803-F1-model_v4,P82803
AF-Q7M485-F1-model_v4,Q7M485
AF-B6DCL2-F1-model_v4,B6DCL2
AF-M1JMR8-F1-model_v4,M1JMR8
AF-Q53B56-F1-model_v4,Q53B56
AF-P0DM30-F1-model_v4,P0DM30
AF-Q5Y4V8-F1-model_v4,Q5Y4V8
AF-P83901-F1-model_v4,P83901
AF-Q9BP45-F1-model_v4,Q9BP45
AF-Q1KY80-F1-model_v4,Q1KY80
AF-Q92147-F1-model_v4,Q92147
AF-A0A023W157-F1-model_v4,A0A023W157
AF-B6DCV3-F1-model_v4,B6DCV3
AF-F8QN52-F1-model_v4,F8QN52
AF-P20260-F1-model_v4,P20260
AF-P82971-F1-model_v4,P82971
AF-Q9YGJ8-F1-model_v4,Q9YGJ8
AF-D6C4K2-F1-model_v4,D6C4K2
AF-O42192-F1-model_v4,O42192
AF-B1P1J5-F1-model_v4,B1P1J5
AF-D2Y2K4-F1-model_v4,D2Y2K4
AF-B2D0J5-F1-model_v4,B2D0J5
AF-C0JB69-F1-model_v4,C0JB69
AF-O93426-F1-model_v4,O93426
AF-P01411-F1-model_v4,P01411
AF-Q9BPH3-F1-model_v4,Q9BPH3
AF-C8YJ99-F1-model_v4,C8YJ99
AF-Q5G8B1-F1-model_v4,Q5G8B1
AF-P0CY77-F1-model_v4,P0CY77
AF-P0DL42-F1-model_v4,P0DL42
AF-D2Y2Q5-F1-model_v4,D2Y2Q5
AF-Q92035-F1-model_v4,Q92035
AF-P86545-F1-model_v4,P86545
AF-C0JAT8-F1-model_v4,C0JAT8
AF-A0A7S8MU55-F1-model_v4,A0A7S8MU55
AF-Q5Y4U5-F1-model_v4,Q5Y4U5
AF-Q9BP78-F1-model_v4,Q9BP78
AF-P17347-F1-model_v4,P17347
AF-B3EWN0-F1-model_v4,B3EWN0
AF-P0CI95-F1-model_v4,P0CI95
AF-P0DQD0-F1-model_v4,P0DQD0
AF-P60236-F1-model_v4,P60236
AF-B3EWT1-F1-model_v4,B3EWT1
AF-P0C2K3-F1-model_v4,P0C2K3
AF-P0C1V9-F1-model_v4,P0C1V9
AF-B6DD61-F1-model_v4,B6DD61
AF-Q3SAX8-F1-model_v4,Q3SAX8
AF-H2BKS9-F1-model_v4,H2BKS9
AF-P0DJ68-F1-model_v4,P0DJ68
AF-P61100-F1-model_v4,P61100
AF-P0DI88-F1-model_v4,P0DI88
AF-G1C1T0-F1-model_v4,G1C1T0
AF-H1ZZI1-F1-model_v4,H1ZZI1
AF-P09981-F1-model_v4,P09981
AF-P0CH41-F1-model_v4,P0CH41
AF-P0C248-F1-model_v4,P0C248
AF-P56742-F1-model_v4,P56742
AF-A0S864-F1-model_v4,A0S864
AF-P01140-F1-model_v4,P01140
AF-Q2ES50-F1-model_v4,Q2ES50
AF-Q8T0W8-F1-model_v4,Q8T0W8
AF-C0HKZ0-F1-model_v4,C0HKZ0
AF-Q68KK0-F1-model_v4,Q68KK0
AF-P0DQN6-F1-model_v4,P0DQN6
AF-P86166-F1-model_v4,P86166
AF-B5G6G7-F1-model_v4,B5G6G7
AF-K7Z9Q9-F1-model_v4,K7Z9Q9
AF-P0DJC5-F1-model_v4,P0DJC5
AF-P0DPC2-F1-model_v4,P0DPC2
AF-R4JNJ5-F1-model_v4,R4JNJ5
AF-A0A0B5A7N8-F1-model_v4,A0A0B5A7N8
AF-A0A1D3IXJ5-F1-model_v4,A0A1D3IXJ5
AF-A0A6B9KZ02-F1-model_v4,A0A6B9KZ02
AF-C0HJM5-F1-model_v4,C0HJM5
AF-P04084-F1-model_v4,P04084
AF-P0DSM2-F1-model_v4,P0DSM2
AF-Q8QG86-F1-model_v4,Q8QG86
AF-P83230-F1-model_v4,P83230
AF-A0A2L2P6T9-F1-model_v4,A0A2L2P6T9
AF-P0DPY3-F1-model_v4,P0DPY3
AF-P0C195-F1-model_v4,P0C195
AF-C0HJW4-F1-model_v4,C0HJW4
AF-P0DKT7-F1-model_v4,P0DKT7
AF-I6S7G9-F1-model_v4,I6S7G9
AF-C0HJW3-F1-model_v4,C0HJW3
AF-Q90W54-F1-model_v4,Q90W54
AF-C0HJD9-F1-model_v4,C0HJD9
AF-P45629-F1-model_v4,P45629
AF-A0A3G3C7S2-F1-model_v4,A0A3G3C7S2
AF-P85267-F1-model_v4,P85267
AF-P0DPY4-F1-model_v4,P0DPY4
AF-P0DSM5-F1-model_v4,P0DSM5
AF-P0DKN6-F1-model_v4,P0DKN6
AF-P25669-F1-model_v4,P25669
AF-Q3SB08-F1-model_v4,Q3SB08
AF-P0DP55-F1-model_v4,P0DP55
AF-P60177-F1-model_v4,P60177
AF-P56637-F1-model_v4,P56637
AF-P0DQN1-F1-model_v4,P0DQN1
AF-P0DJP8-F1-model_v4,P0DJP8
AF-C0HKZ7-F1-model_v4,C0HKZ7
AF-B5KGY9-F1-model_v4,B5KGY9
AF-P0DJJ9-F1-model_v4,P0DJJ9
AF-P0C2A2-F1-model_v4,P0C2A2
AF-E7CZZ0-F1-model_v4,E7CZZ0
AF-C7T1P1-F1-model_v4,C7T1P1
AF-A0A068B0Z6-F1-model_v4,A0A068B0Z6
AF-P19651-F1-model_v4,P19651
AF-Q75WF2-F1-model_v4,Q75WF2
AF-P0DPZ9-F1-model_v4,P0DPZ9
AF-P0CH46-F1-model_v4,P0CH46
AF-H1ZZI6-F1-model_v4,H1ZZI6
AF-P86368-F1-model_v4,P86368
AF-D4P2Y4-F1-model_v4,D4P2Y4
AF-P0C2K4-F1-model_v4,P0C2K4
AF-P0CI09-F1-model_v4,P0CI09
AF-B3EWT6-F1-model_v4,B3EWT6
AF-P59356-F1-model_v4,P59356
AF-F5CPD8-F1-model_v4,F5CPD8
AF-P35778-F1-model_v4,P35778
AF-P81375-F1-model_v4,P81375
AF-P83345-F1-model_v4,P83345
AF-P0CI92-F1-model_v4,P0CI92
AF-B6DCU9-F1-model_v4,B6DCU9
AF-Q2I2P1-F1-model_v4,Q2I2P1
AF-Q9TWG0-F1-model_v4,Q9TWG0
AF-A6MEY4-F1-model_v4,A6MEY4
AF-Q5Y4U2-F1-model_v4,Q5Y4U2
AF-P0C8E1-F1-model_v4,P0C8E1
AF-D2Y248-F1-model_v4,D2Y248
AF-P0CAQ9-F1-model_v4,P0CAQ9
AF-D2Y2Q2-F1-model_v4,D2Y2Q2
AF-Q92032-F1-model_v4,Q92032
AF-Q9Y1U3-F1-model_v4,Q9Y1U3
AF-Q9UA95-F1-model_v4,Q9UA95
AF-P0DL45-F1-model_v4,P0DL45
AF-Q5VJG2-F1-model_v4,Q5VJG2
AF-I0CME7-F1-model_v4,I0CME7
AF-C7G3K3-F1-model_v4,C7G3K3
AF-Q9YGC4-F1-model_v4,Q9YGC4
AF-Q5G8B6-F1-model_v4,Q5G8B6
AF-P61899-F1-model_v4,P61899
AF-B1P1C9-F1-model_v4,B1P1C9
AF-P0CY70-F1-model_v4,P0CY70
AF-C0HLL5-F1-model_v4,C0HLL5
AF-D2Y2B8-F1-model_v4,D2Y2B8
AF-O93421-F1-model_v4,O93421
AF-Q9W6W6-F1-model_v4,Q9W6W6
AF-P01416-F1-model_v4,P01416
AF-P80669-F1-model_v4,P80669
AF-P86916-F1-model_v4,P86916
AF-Q9BPH4-F1-model_v4,Q9BPH4
AF-D2Y2K3-F1-model_v4,D2Y2K3
AF-P59867-F1-model_v4,P59867
AF-D6C4K5-F1-model_v4,D6C4K5
AF-B1P1J2-F1-model_v4,B1P1J2
AF-P0C831-F1-model_v4,P0C831
AF-P0DMU0-F1-model_v4,P0DMU0
AF-P0C8U6-F1-model_v4,P0C8U6
AF-B6DCV4-F1-model_v4,B6DCV4
AF-P83906-F1-model_v4,P83906
AF-W4VRV7-F1-model_v4,W4VRV7
AF-B6DCL5-F1-model_v4,B6DCL5
AF-Q9W7J5-F1-model_v4,Q9W7J5
AF-Q69CK0-F1-model_v4,Q69CK0
AF-C0JAW2-F1-model_v4,C0JAW2
AF-D2Y275-F1-model_v4,D2Y275
AF-A8HDK7-F1-model_v4,A8HDK7
AF-C0H691-F1-model_v4,C0H691
AF-B6S2X0-F1-model_v4,B6S2X0
AF-P0DL78-F1-model_v4,P0DL78
AF-W4VSH9-F1-model_v4,W4VSH9
AF-Q1A3Q6-F1-model_v4,Q1A3Q6
AF-D2Y2A5-F1-model_v4,D2Y2A5
AF-C0KYC6-F1-model_v4,C0KYC6
AF-Q9BPB2-F1-model_v4,Q9BPB2
AF-C0JB53-F1-model_v4,C0JB53
AF-D9U2A6-F1-model_v4,D9U2A6
AF-W4VSA2-F1-model_v4,W4VSA2
AF-D6C4H8-F1-model_v4,D6C4H8
AF-Q9PUH2-F1-model_v4,Q9PUH2
AF-C0HLF3-F1-model_v4,C0HLF3
AF-P0DME7-F1-model_v4,P0DME7
AF-Q9YGI2-F1-model_v4,Q9YGI2
AF-Q9YI92-F1-model_v4,Q9YI92
AF-Q9PVF2-F1-model_v4,Q9PVF2
AF-P0CJ08-F1-model_v4,P0CJ08
AF-D1MZV3-F1-model_v4,D1MZV3
AF-P36984-F1-model_v4,P36984
AF-Q8QGP7-F1-model_v4,Q8QGP7
AF-Q2HZ28-F1-model_v4,Q2HZ28
AF-Q9BLM3-F1-model_v4,Q9BLM3
AF-P24663-F1-model_v4,P24663
AF-Q7M3V1-F1-model_v4,Q7M3V1
AF-P69747-F1-model_v4,P69747
AF-P0DQJ6-F1-model_v4,P0DQJ6
AF-P83044-F1-model_v4,P83044
AF-A0A330KUG5-F1-model_v4,A0A330KUG5
AF-P0CE27-F1-model_v4,P0CE27
AF-Q75WH3-F1-model_v4,Q75WH3
AF-Q90W88-F1-model_v4,Q90W88
AF-P0DPT8-F1-model_v4,P0DPT8
AF-A0A5C2A2T2-F1-model_v4,A0A5C2A2T2
AF-P0DSI2-F1-model_v4,P0DSI2
AF-P60304-F1-model_v4,P60304
AF-P81240-F1-model_v4,P81240
AF-Q09GJ9-F1-model_v4,Q09GJ9
AF-P0DKP0-F1-model_v4,P0DKP0
AF-P86389-F1-model_v4,P86389
AF-A7X3Z7-F1-model_v4,A7X3Z7
AF-P0CD68-F1-model_v4,P0CD68
AF-F8J2F6-F1-model_v4,F8J2F6
AF-A8CG86-F1-model_v4,A8CG86
AF-B1NWT7-F1-model_v4,B1NWT7
AF-P0CE81-F1-model_v4,P0CE81
AF-Q10726-F1-model_v4,Q10726
AF-Q718F4-F1-model_v4,Q718F4
AF-P60276-F1-model_v4,P60276
AF-P86260-F1-model_v4,P86260
AF-P85029-F1-model_v4,P85029
AF-S0F204-F1-model_v4,S0F204
AF-P83302-F1-model_v4,P83302
AF-Q91996-F1-model_v4,Q91996
AF-B6DD21-F1-model_v4,B6DD21
AF-P61094-F1-model_v4,P61094
AF-C7T187-F1-model_v4,C7T187
AF-P0C173-F1-model_v4,P0C173
AF-P0DPW5-F1-model_v4,P0DPW5
AF-A6YR34-F1-model_v4,A6YR34
AF-Q1ELU4-F1-model_v4,Q1ELU4
AF-P0C293-F1-model_v4,P0C293
AF-C0HJP9-F1-model_v4,C0HJP9
AF-P0DPM4-F1-model_v4,P0DPM4
AF-Q7T2Q4-F1-model_v4,Q7T2Q4
AF-Q8AV97-F1-model_v4,Q8AV97
AF-I6RA73-F1-model_v4,I6RA73
AF-C0HJC3-F1-model_v4,C0HJC3
AF-P0C5I6-F1-model_v4,P0C5I6
AF-C0JB29-F1-model_v4,C0JB29
AF-C0HLR3-F1-model_v4,C0HLR3
AF-P00628-F1-model_v4,P00628
AF-P60513-F1-model_v4,P60513
AF-P58922-F1-model_v4,P58922
AF-P01451-F1-model_v4,P01451
AF-C8CK77-F1-model_v4,C8CK77
AF-P81803-F1-model_v4,P81803
AF-D9U297-F1-model_v4,D9U297
AF-C7DQX9-F1-model_v4,C7DQX9
AF-Q6IZ95-F1-model_v4,Q6IZ95
AF-B6DCX5-F1-model_v4,B6DCX5
AF-A0A0C4G5K0-F1-model_v4,A0A0C4G5K0
AF-H6VC05-F1-model_v4,H6VC05
AF-D2Y174-F1-model_v4,D2Y174
AF-B5AJT3-F1-model_v4,B5AJT3
AF-P0C616-F1-model_v4,P0C616
AF-C7DQB8-F1-model_v4,C7DQB8
AF-W4VS08-F1-model_v4,W4VS08
AF-Q7M463-F1-model_v4,Q7M463
AF-Q2XXR1-F1-model_v4,Q2XXR1
AF-C0JAY3-F1-model_v4,C0JAY3
AF-D2Y294-F1-model_v4,D2Y294
AF-P0DMA0-F1-model_v4,P0DMA0
AF-Q9DGB9-F1-model_v4,Q9DGB9
AF-C0JB14-F1-model_v4,C0JB14
AF-Q9BPF5-F1-model_v4,Q9BPF5
AF-P83895-F1-model_v4,P83895
AF-C1IC45-F1-model_v4,C1IC45
AF-A0A125S9F3-F1-model_v4,A0A125S9F3
AF-P00615-F1-model_v4,P00615
AF-P86538-F1-model_v4,P86538
AF-D2Y2E2-F1-model_v4,D2Y2E2
AF-P0DUK8-F1-model_v4,P0DUK8
AF-D2Y1X8-F1-model_v4,D2Y1X8
AF-Q5MJP5-F1-model_v4,Q5MJP5
AF-P84508-F1-model_v4,P84508
AF-B1P1D3-F1-model_v4,B1P1D3
AF-P59886-F1-model_v4,P59886
AF-P11494-F1-model_v4,P11494
AF-Q3ZU95-F1-model_v4,Q3ZU95
AF-D2Y232-F1-model_v4,D2Y232
AF-W8EFS0-F1-model_v4,W8EFS0
AF-P0C904-F1-model_v4,P0C904
AF-P82417-F1-model_v4,P82417
AF-Q86QU0-F1-model_v4,Q86QU0
AF-P01523-F1-model_v4,P01523
AF-B6DCR3-F1-model_v4,B6DCR3
AF-Q9PTA1-F1-model_v4,Q9PTA1
AF-P24332-F1-model_v4,P24332
AF-P0DM70-F1-model_v4,P0DM70
AF-B6DCP7-F1-model_v4,B6DCP7
AF-C7DQC1-F1-model_v4,C7DQC1
AF-P0C8S5-F1-model_v4,P0C8S5
AF-F6JWV1-F1-model_v4,F6JWV1
AF-E4VP43-F1-model_v4,E4VP43
AF-P86453-F1-model_v4,P86453
AF-P84837-F1-model_v4,P84837
AF-B6DCJ6-F1-model_v4,B6DCJ6
AF-P0C7B0-F1-model_v4,P0C7B0
AF-C7DQY0-F1-model_v4,C7DQY0
AF-D2Y216-F1-model_v4,D2Y216
AF-A2CJE2-F1-model_v4,A2CJE2
AF-Q9U8D2-F1-model_v4,Q9U8D2
AF-E2E4E4-F1-model_v4,E2E4E4
AF-P0DOZ1-F1-model_v4,P0DOZ1
AF-P0DMY5-F1-model_v4,P0DMY5
AF-P00985-F1-model_v4,P00985
AF-Q4JHE1-F1-model_v4,Q4JHE1
AF-B1P1F7-F1-model_v4,B1P1F7
AF-D2Y2G6-F1-model_v4,D2Y2G6
AF-P01448-F1-model_v4,P01448
AF-Q5K0D2-F1-model_v4,Q5K0D2
AF-Q9I8F8-F1-model_v4,Q9I8F8
AF-Q9BPD1-F1-model_v4,Q9BPD1
AF-C0JB30-F1-model_v4,C0JB30
AF-A6P331-F1-model_v4,A6P331
AF-P0DL80-F1-model_v4,P0DL80
AF-P61408-F1-model_v4,P61408
AF-B5KL37-F1-model_v4,B5KL37
AF-B5L5P2-F1-model_v4,B5L5P2
AF-Q86QT9-F1-model_v4,Q86QT9
AF-Q2XXP5-F1-model_v4,Q2XXP5
AF-E3PQQ8-F1-model_v4,E3PQQ8
AF-P0C8C2-F1-model_v4,P0C8C2
AF-P0DM69-F1-model_v4,P0DM69
AF-Q9BP87-F1-model_v4,Q9BP87
AF-P0CC14-F1-model_v4,P0CC14
AF-A6MFK6-F1-model_v4,A6MFK6
AF-P0DN12-F1-model_v4,P0DN12
AF-D3TTC1-F1-model_v4,D3TTC1
AF-B6DCZ1-F1-model_v4,B6DCZ1
AF-H2ETQ6-F1-model_v4,H2ETQ6
AF-P0DL26-F1-model_v4,P0DL26
AF-P81793-F1-model_v4,P81793
AF-D2Y1Y1-F1-model_v4,D2Y1Y1
AF-P86975-F1-model_v4,P86975
AF-A0A1P8NVS8-F1-model_v4,A0A1P8NVS8
AF-B2BS84-F1-model_v4,B2BS84
AF-D2Y2M0-F1-model_v4,D2Y2M0
AF-P0CY88-F1-model_v4,P0CY88
AF-Q9IAX6-F1-model_v4,Q9IAX6
AF-P0C6E2-F1-model_v4,P0C6E2
AF-P0DUP0-F1-model_v4,P0DUP0
AF-P83112-F1-model_v4,P83112
AF-P0DKQ9-F1-model_v4,P0DKQ9
AF-Q3YEG3-F1-model_v4,Q3YEG3
AF-Q09GK0-F1-model_v4,Q09GK0
AF-P0DPU1-F1-model_v4,P0DPU1
AF-S0F1P1-F1-model_v4,S0F1P1
AF-Q7T2I1-F1-model_v4,Q7T2I1
AF-B6DD05-F1-model_v4,B6DD05
AF-Q4LCS7-F1-model_v4,Q4LCS7
AF-G1AS74-F1-model_v4,G1AS74
AF-Q4TUA4-F1-model_v4,Q4TUA4
AF-P31854-F1-model_v4,P31854
AF-P35780-F1-model_v4,P35780
AF-P60252-F1-model_v4,P60252
AF-P23807-F1-model_v4,P23807
AF-P0CJ11-F1-model_v4,P0CJ11
AF-P0DQB4-F1-model_v4,P0DQB4
AF-P25498-F1-model_v4,P25498
AF-Q2VBN3-F1-model_v4,Q2VBN3
AF-A7X3X3-F1-model_v4,A7X3X3
AF-C0HJQ0-F1-model_v4,C0HJQ0
AF-P0DKR4-F1-model_v4,P0DKR4
AF-F8J2D2-F1-model_v4,F8J2D2
AF-A0A3G3C7U1-F1-model_v4,A0A3G3C7U1
AF-P0CH18-F1-model_v4,P0CH18
AF-P83254-F1-model_v4,P83254
AF-P0DSK6-F1-model_v4,P0DSK6
